Scholarship Name,University,Scholarship Value,Deadline,Location,Bachelor,Phd,Master,Description,Link,Programs,Rank,class
antibodies-online Annual University Scholarship,,1000.0,2020-01-20,USA,1.0,0.0,1.0,We are now helping young scientists and prospective scientists in the life sciences to focus on their studies. Each year we will be supporting two students in the USA with a $1000 stipend to pursue their dream and advance scientific discovery.,https://www.antibodies-online.com/scholarship/,,,9
Diamond Press Solutions Scholarship,,500.0,2020-05-31,Michigan,1.0,0.0,0.0,For the Fall 2020 semester we are sponsoring our first diamondpresses.com scholarship. This scholarship is designed to help students going into the manufacturing sectors of Michigan get a quality education and prepare them for the evolving technology-driven manufacturing environment of the future.As of this writing this is a pilot program with only one $500 scholarship available. This scholarship will be awarded at the sole discretion of Diamond Press Solutions and the selected candidate will be contacted in July 2020. Three attempts will be made to contact the selected candidate by the phone number or email address; failure to respond will forfeit the scholarship. To combat abuse of this scholarship this is a tuition-only scholarship (does not cover books rooming etc.) and must be conducted through the appropriate channels at the school the selected candidate is enrolled in as seen fit by Diamond Press Solutions.,https://www.diamondpresses.com/scholarships,,,4
UII  Future Global Leaders Scholarships for International Students in Indonesia,National University,,2019-10-01,Ironton,1.0,0.0,0.0,Would you like to study in Indonesia? Make your dream come true by applying for Future Global Leaders Scholarships at the Universitas Islam Indonesia.The studentship is available for the brightest international students to pursue the undergraduate degree coursework for the academic year 2019-2020.The Islamic University of Indonesia is the first national university in Indonesia and it is the oldest private university in the country. It has a collection of more than 250000 books and consists of circulated books from faculties in an integrated campus.,https://pmb.uii.ac.id/international/tuition-fee-scholarship/#tab-id-4,"health, data analytic, life science analytic",Un,
OppU Achievers,,2500.0,2019-09-30,,1.0,0.0,1.0,The OppU Achievers Scholarship celebrates achievement in its many forms and honors those who create opportunity for themselves and others.Founded in 2016 the scholarship provides $2500 for current or future education costs. Scholarship selections are made four times a year. Annually the OppU Achievers Scholarship awards a total of $10000 to students who have demonstrated outstanding achievement.Scholarship decisions are based solely on an applicant’s essay response. Winners for the OppU Achievers Scholarship are selected four times a year with submission deadlines on September 30 December 31 March 31 and June 30.,https://www.opploans.com/scholarship/,,,9
Cyrus Artisan Rugs Scholarship Grant,,500.0,2020-02-28,,0.0,0.0,0.0,The Cyrus Artisan Rugs Scholarship for Future Interior DesignersCyrus Artisan Rugs is offering a scholarship grant to an incoming and current student of interior design or related courses. One winner will be awarded $500 to help them further their interior design education.,https://www.cyrusrugs.com/the-cyrus-artisan-rugs-scholarship-grant/,,,5
Brillianteers Scholarship Program,,1000.0,2019-10-01,,1.0,0.0,0.0,Brillianteers embraces empowerment diversity and inclusivity. It further recognizes the brilliance of the youth who identify themselves as lesbian gay bisexual and transgender or LGBT which as an umbrella term also includes queer intersex asexual and other identities (LGBTQIA+).The goal of this scholarship program is to provide financial assistance to an outstanding college student and member of the LGBTQIA+ community for $1000. To apply for the scholarship participants must write an essay of at least 300 words about their views on same-sex marriage in the global context and submit it on October 1 2019.It is with pride that Brillianteers will announce the author of the best essay on October 16 2019.,https://www.brillianteers.com/p/scholarship-program,,,4
All Budget Laptops Scholarship Program,,500.0,2019-12-24,,0.0,1.0,1.0,Our All Budget Laptops expert team is happy to announce the Scholarship Program of 2019 for undergraduates and postgraduates students. The main reason behind this scholarship is to help the students who require a laptop to take notes in the classroom and also complete their projects and assignments on time. So grab this great opportunity to win a $500.,https://allbudgetlaptops.com/scholarship-program/,,,10
Science and Law School Scholarship 2019 - 2020,The Fully Funded Science & Law School Scholarship,,2019-11-01,,1.0,1.0,1.0,The Fully Funded Science & Law School Scholarship 2019-2020 is an initiative taken by afidavit institute of judicial practice to sponsor international students from all over the world to study without paying any fee in any Science or Law school under 1000 QS University Rank. This Fully Funded Scholarship is open to undergrad master and doctoral programs students in Science and Law schools only.,https://afidavit.com/home/,,,
Anthony’s Scholarship Living with a Sense of Purpose,,2000.0,2019-08-01,,1.0,1.0,1.0,As a medical malpractice attorney John Fisher values the lives of those who are suffering. On behalf of those who have been touched by suicide or struggled with it he is proud to offer Anthony’s Scholarship Living with a Sense of Purpose. This $2000 award will be given to one individual who can best communicate how legislation may be able to decrease the rate of suicide.For more information please visit our scholarship page.,https://protectingpatientrights.com/#anthonys,,,1
Dirk Derrick Car & Truck Accident Injury Scholarship,,1000.0,2019-12-01,,1.0,0.0,0.0,The Dirk Derrick Car & Truck Accident Injury Scholarship is an award for any current or soon-to-be undergrad who has had his or her life altered due to an injury from a car or truck accident be it their own injury that of a loved one or an influential individual. The Dirk Derrick Scholarship has a brief submission process and applicants will be judged on their ability to convey the lasting effect an auto accident has had on their life as well as their journey to overcome those challenges.Students applying must submit an essay where you explain present inspire or otherwise convince us as to why you deserve to win this scholarship.There are no conditions or requirements for this essay. Please keep submissions to 5 paragraphs and 600 words at the absolute maximum. This is not a standardized test. While spelling punctuation and general cohesiveness will make your essay easier to read and therefore judge you are not being graded. The winning submission will be one which clearly conveys a non-fictional story of your life before and after an auto accident.Auto accidents can be life changing. At The Derrick Law Firm we believe in keeping the public safe by bringing first hand experience to those who haven’t had it as well as easing the stress of accident victims as they enter one of the most important phases of their lives.,https://www.derricklawfirm.com/library/scholarship.cfm,,,4
$500 Juiced Systems  Scholarship,,500.0,2019-07-31,,1.0,0.0,1.0,Here at Juiced Systems we celebrate students who strive for excellence and are proud to launch our first scholarship for an outstanding university student. There's no GPA requirement and no application forms. This is our way of giving back – supporting individuals who want to pursue their dreams through education.,https://juicedsystems.com/blogs/news/juiced-systems-500-scholarship,,,9
Phd Miniaturized Sensors for Mars and other planetary bodies,the Microelectronic Institute,,2019-09-10,"Madrid, 2018.-      Mars Environmental, Seville",0.0,1.0,0.0,The MNT group has participated in the design fabrication and calibration of the wind sensors in three NASA missions to Mars:-     Rover Environmental Monitoring Station (REMS): instrument for Mars Science Laboratory (Curiosity rover): launched in 2011 [1-3].-      TWINS instrument for InSight: launched in 2018.-      Mars Environmental Dynamics Analyzer (MEDA) instrument to be launched in July 2020 within the Mars2020 mission.The thesis is associated with a project recently granted by the Spanish Ministry for Science RTI2018-098728-B-C33 with the title:“Instrumentation for characterizing the Martian environment in NASA missions: Wind Sensor for MEDA (conclusion of phases D and E)”The objective of the project is to carry out Phases D and E of the MEDA instrument (Mars Environmental Dynamics Analyzer) for Mars2020. Additionally work will be developed for new miniaturized sensors working under smart controls intended for future missions.The MEDA instrument is currently in ATLO (Assembly Test and Launch Operations)The main objectives of the proposed thesis are related with the previous project:-    Development of miniaturized sensors for planetary exploration in future missions:o  The MNT group has been developing a miniaturized wind sensor [4-6]. The thesis will continue this work in particular the design of control electronics calibration and design of system control algorithms for the optimization of the sensor response (sensitivity and response time).o  Other miniaturized sensors such as heat flow sensors will also be developed using Components Of The Shelf (COTS) + smart controls.-    Participation in the optimization of the calibration of the MEDA wind sensor using the calibration model. This task is done in collaboration with the Astrobiology Center in Madrid (INTA-CSIC) and the Microelectronic Institute in Seville (IMSE).-    Application of data extraction optimization to wind recovery in the different sensors. Improvement of the inverse algorithm in order to provide resilience to the sensor.,https://drive.google.com/file/d/19wRC7RaRl7ld0px9vLYi-dVhKyj8wHQq/view?usp=sharing,,,
Sprinkler Supply Store Scholarship,,500.0,2020-01-10,USA,1.0,0.0,0.0,Here at Sprinkler Supply Store we celebrate students who strive for excellence and are proud to present a scholarship for an outstanding university student. This scholarship will be open to both undergrad and graduate students attending any accredited university within the United States.,https://sprinklersupplystore.com/blogs/news/sprinkler-supply-store-scholarship,,,4
Rise Marketing STEM Scholarship,,1000.0,2019-08-01,USA,1.0,0.0,1.0,There are increasing opportunities in Internet marketing as businesses everywhere expand their online presence. This means that this industry is also becoming increasingly competitive. Today a strong education is more necessary than ever to help ensure success in this field.Rise a leader in Internet marketing encourages students of all backgrounds to pursue their dreams to attain degrees in various science technology engineering and math (STEM) disciplines.Statistics show that STEM jobs will grow 13% from 2017 to 2027.Median earnings for U.S. STEM jobs are $38.85 per hour while median earnings in all other U.S. fields are just $19.30 per hour.U.S. STEM jobs also come with significantly higher wages than the national average: The U.S. Bureau of Labor Statistics reports that the national average wage for STEM jobs was $87570 whereas the national average wage for non-STEM jobs was just $45700.That’s why we came up with a scholarship to support hard-working students in their ambitious goals for a better career and future. Through the Rise STEM Scholarship the winning student receives $1000 toward his or her degree. We also award $250 book scholarships to each of the two runners-up.,https://rise.co/scholarship,,,9
Scholarship for Orphans,,,2019-08-15,,0.0,0.0,0.0,We at CustomEssayMeister believe that many of our bright students are buried in various life circumstances that hinder them from reaching their full potential and we would like to help. We are offering financial aid to students who come from a parentless single-parent households and to those who are supporting their own schooling worth up to $1000 for any educational purpose such as tuition fee student loan textbooks or any required equipment. We would like to give you a chance for your educational right because in this rapidly changing world education is the key that unlocks life’s great opportunities.,https://www.customessaymeister.com/blog/scholarship-for-orphans,,,
"Niche $2000 ""No Essay"" Scholarship",,2000.0,2019-06-01,,1.0,0.0,1.0,The $2000 “No Essay” Scholarship is an easy scholarship with no essay required! The scholarship can be used to cover tuition housing books or any education-related expenses. The monthly winner will be determined by random drawing and then contacted directly and announced in Niche's e-newsletter and on the Scholarship Winners page. You can apply once each month with a new winner selected every month.,,,,9
The Freshman Scholarship,,2000.0,2019-10-31,USA,1.0,0.0,0.0,OneClass is an education technology company based in Toronto Ontario. At OneClass we've been providing learning resources for post-secondary students for 9 years to aid them in their studies. We have a 2.7 million user base and are firmly established in the United States Canada and Australia.The Freshman Scholarship: For the 2019-2020 school year OneClass is giving away $100000 in individual scholarships to students. Individual freshman scholarships will range from $450 - $2000 depending on how many courses the student is enrolled in.,https://oneclass.com/entrancescholarship.en.html,,,4
Next Generation Scholarships,,,2019-08-01,,1.0,0.0,1.0,Our Next Generation Scholarships are for people who deserve success.That could mean that you’ve looked after your family instead of going to university.Maybe you couldn’t afford the education you needed to land your dream job.Apply for the Next Generation Scholarship in your country today and receive up to 30% off your tuition and application fee.,https://www.nexford.org/scholarships,,,
Essay: Most Exciting New Developments in the Pearl Industry?,,500.0,2020-01-01,,1.0,1.0,1.0,As part of our commitment to our community we’re proud to announce a brand new $500 Academic Scholarship Program now open to young adults entering college.The increasing costs of tuition food and board books and transportation can be a financial burden to students and their families – Pearls of Joy wants to be part of your solution.We are excited to announce that starting in June 2019 we will be awarding $500 each year to an individual to help alleviate the costs of their higher education.,https://www.pearlsofjoy.com/pages/academic-scholarship-award-program,,,14
G2 Entrepreneurial Scholarship,,5000.0,2019-08-16,,1.0,1.0,1.0,Are you a student entrepreneur? Are you passionate about creating opportunities for yourself  the developing the skills and relationships necessary to cultivate them? At G2 we value people with an entrepreneurial spirit and mindset. We created the G2 Entrepreneurial Scholarship in their honor.,https://learn.g2.com/scholarship/,,,17
Mailcheck Scholarship 1500USD,,1500.0,2019-09-30,,1.0,1.0,1.0,Our company will choose three deserving winners this year whose essays are the most eye-catching and contain fresh ideas. You should note that you can take part only once in this competition.,https://www.mailcheck.co/scholarship,,,11
500-Word Book Review $1000 Scholarship,,1000.0,2019-08-01,,1.0,1.0,1.0,Enter to win $1000 and promote global literacy by telling us about a book you love. Review as many books as you like to maximize your chances of winning. By applying you agree to our Privacy Terms.,https://mailchi.mp/2d8f92cc82ad/bookreviewscholarship,,,11
The TFC Title Loans Scholarship – $1000.00 Award,,1000.0,2019-06-01,,1.0,0.0,0.0,According to the business magazine Entrepreneur as you move into adulthood your credit score replaces your SAT score as the number that defines you to institutions. As a current college student you know all too well how it feels to be judged based on a number.This does not end after you finish college. Those who have high credit scores have no trouble finding funds when they are in need but many are not so lucky.Every week low credit scores lead to thousands of people being turned away from traditional lending. There has been an array of lending programs built over the years for individuals with poor credit. Most of them have higher interest rates in order to compensate for the credit risk posed by a subprime borrower.,https://www.tfctitleloans.com/tfc-title-loans-scholarship/,,,7
Car Loans of America Scholarship – $1000.00 Award,,1000.0,2019-06-01,,1.0,0.0,0.0,As a new generation of students is getting a better education you have the ability to solve a major financial issue that affects thousands of people every day. Car Loans of America strongly believes that your creativity may hold the answers to revolutionizing the lending industry. The goal is to better benefit bother the consumer and impose less risk to the lender. For this reason we have created the **Car Loans of America Scholarship Program **which takes place annually in June and December of each year.,https://www.carloansofamerica.com/scholarship/,,,4
$5000 Hach & Rose LLP Annual College Scholarship,Hach & Rose LLP Annual College Scholarship,5000.0,2019-06-01,New York City,1.0,0.0,1.0,The personal injury attorneys of Hach & Rose LLP have built a reputation as the go-to law firm for injured individuals in New York City. Our commitment to those who have been injured as a result of a catastrophic injury is unwavering and we are proud of the verdicts and settlements we have won on behalf of our clients.The entire team at Hach & Rose LLP strongly believe in giving back to our community in any way we can. That’s why we created the $5000 Hach & Rose LLP Annual College Scholarship. This scholarship is awarded in the name of our clients whose strength through adversity after suffering a serious injury is an inspiration to us every single day. Hach & Rose LLP is proud to designate Frederick Dawo as 2019’s honoree. Because the cost of education is rising every year we created this scholarship to assist graduating high school students or current college students with the costs of attending college or graduate school. We hope that this scholarship can ease some of the burdens that deserving students face while supporting themselves and shouldering a heavy workload in school.,https://www.unionlawfirm.com/hach-rose-llp-annual-college-scholarship/,,,9
Rentkidz Annual Scholarship,,750.0,,,1.0,0.0,0.0,Introducing our Scholarship for 2019The Scholarship Award with be $750,https://www.rentkidz.com/scholarship/,,,2
alligatortek scholarship,,1500.0,2019-08-15,,1.0,0.0,0.0,So here’s the question:  Describe a time when you tried to design a unique solution to a problem you encountered. Tell us your unique situation and solution in response to the question starting with an introduction about who you are your background and why technology is important to you.RequirementsAcceptable essays will be between 700-1000 words long that answer the question: Why is technology important to you? Describe a time when you tried to design a unique solution to a problem you encountered.,,,,13
Scholarship for students breaking the mold,,,2019-10-31,,1.0,0.0,1.0,A person breaking the mold is a person that is breaking with his or her social heritage and is following another pattern than what would be expected. Thus it is a person not following the linear pattern of his or her background.For instance it could be a person who breaks free from a stressful childhood and creates a better life for him- or herself. Another example could be a person choosing to follow a totally different path compared to the rest of that person's family. Thus it can be any person breaking through any given limitations or set social patterns.We at Lånio.dk want to support and encourage young people to have unbridled ambition. We want to honor tenacity purposefulness and a strong belief in the future. We are happy to announce our scholarship of 5000 DKK to support a dedicated nordic student that is breaking the mold.,https://www.xn--lnio-qoa.dk/moensterbryder-legat-2019,,,
Fundera College Scholarship,,2000.0,2020-01-01,,1.0,0.0,0.0,Today Fundera's commitment to helping aspiring entrepreneurs while raising awareness about small business issues is stronger than ever. We are proud to introduce the Fundera College Scholarship designed to help young entrepreneurs afford the rising cost of education.Fundera will award $2000 for the best entry every semester. The scholarship will be awarded in check form made payable directly to the university that the winner is or will be attending.,https://www.fundera.com/resources/fundera-scholarship,,,2
Sustainability Scholarship GreenMatch,,,2019-10-31,UK,1.0,0.0,1.0,GreenMatch provides renewable energy solutions for homeowners in the UK. Our services aim to facilitate the research process of thousands of customers by connecting them with relevant companies in the industry. We highlight and promote the use of clean energy with the goal of engaging more homes and families in sustainability.Being firm believers in green living we always work on finding new ways to promote this and to encourage a more eco-friendly lifestyle.In doing so and with the purpose of bringing the aspect of sustainability to the life of a student we would like to award a student with a scholarship of £1000 for a successful application of green ideas in their daily life.,https://www.greenmatch.co.uk/scholarships/2019-sustainability,,,
Skoolville's Scholarship for Exemplary International Students,,1000.0,2019-12-01,USA,1.0,0.0,1.0,Skoolville is an online study abroad consultancy providing free counseling services to international students interested in applying to USA Canada and Australia universities. Skoolville.com provides full support and assistance to international students including profile evaluation selecting universities Preparing SOP and LORs submitting applications visa preparation and pre-departure formalities. All services offered by us are 100% free. Skoolville.com is directly partnered with several universities across USA Canada and Australia and is rated 5 stars in Google by our students. Due to our continuing commitment to assisting students we are supplementing our efforts with a scholarship award for international undergraduate and graduate students that are studying at an accredited US college or university.,https://skoolville.com/scholarship,,,3
MetaCompliance Scholarship,,1000.0,2019-10-01,,0.0,0.0,0.0,Exciting New Scholarship for University Students - The winning student will receive a Scholarship of £1000 / €1000 / $1000Despite being one of the fastest growing industries Cyber Security is not attracting the talent it needs to defend against attack.Cybercrime is on the rise and unfortunately there is a serious shortage of skilled people to combat this growing threat.One of the best ways to address the skills gap is through education. MetaCompliance value education and its importance in creating a growing and talented workforce for the future. We want to support young people into Cyber Security and encourage them to learn more about the industry.To help promote a greater awareness of Cyber Security and assist students with their higher education fees we have a created a Scholarship contest for students at the participating universities.,https://www.metacompliance.com/scholarship/,,,5
Gatekeeper Scholarship,,,2019-08-01,,1.0,0.0,0.0,Gatekeeper is an AI-driven software platform helping businesses gain maximum value from their contract and vendor relationships.Gatekeeper uses AI and automation to help companies manage the large volume of work and data associated with their contracts. By automating processes Gatekeeper helps businesses work more efficiently while helping them maintain compliance and minimise costs and risks.However in a world of increasing automation there is growing uncertainty about its impact on employment and how the world of work will change.This is why we want to hear from today’s brightest student minds about what they think the world of work will look like for them and what skills in particular will be important for their future.At Gatekeeper we want to understand what today’s students expect the future to look like and to help support learning with our scholarship.,https://www.gatekeeperhq.com/scholarship,,,
Ownage's ‘Make Us Laugh Scholarship 2019’,,1000.0,2019-05-31,,1.0,0.0,0.0,At Ownage Pranks we’re passionate about bringing smiles and laughs to people’s hearts for over a decade! We’re honored to reward others who do the same.We would love to contribute to an undergraduate student’s education with a scholarship and potential internet fame.,https://www.ownagepranks.com/scholarship/,,,13
Edward & Isabel Kidson Scholarship to Study Postgraduate,,6000.0,2019-10-01,"Overseas, New Zealand",0.0,0.0,1.0,Are you interested in pursuing a research degree course? You have an opportunity to study postgraduate either New Zealand or Overseas. Applicants are invited to take part in the Edward and Isabel Kidson program which is offering by the Universities of New Zealand.This educational award is available for those students who have a good character during their studies and wants to enhance their talent in a research field.The Universities of New Zealand is the peak body of all eight universities which representing their collective views nationally and internationally championing the quality education. These universities deliver an important contribution to make New Zealand economically socially and culturally.Why at the Universities of New Zealand? These universities deliver high-quality education through a robust quality assurance system and also provide sector coordination inform and influence decision-making and administer funds.,https://www.universitiesnz.ac.nz/scholarships/edward-isabel-kidson-scholarship,,,8
Newfangled Networks $500 Scholarship,,500.0,2019-07-20,USA,1.0,0.0,1.0,Here at Newfangled Networks we celebrate students who strive for excellence and are proud to launch our first scholarship for an outstanding university student.This scholarship will be open to both undergrad and graduate students attending an accredited university within the United States as well as high school seniors who have been accepted into a university program in the fall of 2019.The Newfangled Networks scholarship provides a one-time reward of $500 to pay for tuition books computers room and board or any education-related expense.There's no GPA requirement and no application forms. This is our way of giving back – supporting individuals who want to pursue their dreams through education.,https://www.newfanglednetworks.com/blogs/news/newfangled-networks-500-scholarship,,,3
Government Fully Funded funding for Ghanaian Students,,,2019-06-01,USA,0.0,0.0,0.0,The U.S. Department of State Bureau of Educate and Cultural Affairs are offering the Kennedy-Lugar Youth Exchange and Study (YES) Program for the high performing students of Ghana.The program is established to support the students with disabilities for leadership-building workshops and support them as needed to enhance their experience in the United States.Bureau of Educational and Cultural Affairs is responsible for the United States Cultural Exchange Programs. It increases mutual understanding between the people of the United States and the people of other countries. It is committed to fairness equity and inclusion.Why should apply to this program? The program gives a great opportunity to those candidates who disabilities. Through this opportunity they can develop their skills in leadership. They will enable students to push the boundaries of current thinking and research.,https://www.afs.org.gh/scholarships/yesprogram,,,
Kotzen funding for International Students at Simmons University,Simmons University,3000.0,2019-12-01,Boston,1.0,0.0,0.0,Are you gazing for ways to study in a different way? If yes then be a part of Kotzen program and grab all benefits from it. The award is presenting by the Simmons University.The Gilbert and Marcia Kotzen Scholars Program aims to encourage brightest students interested in transformative education and also supports them in pursuing an undergraduate degree.Founded in 1899 Simmons University is a private woman focused undergraduate university and private co-educational graduate school in Boston. The university offers undergraduate courses for women and postgraduate courses for men and women both.Why at Simmons University? The university strives to cultivate the intercultural competency for their applicants as well as empowering them to embrace the rich diversity of world cultures. It also provides leadership skills in an increasingly global society.,https://www.simmons.edu/undergraduate/admission-and-financial-aid/tuition-financial-aid/types-financial-aid/scholarships/kotzen,,341,13
The Fresh Prints Grand Plan Scholarship,,1000.0,2019-05-31,USA,1.0,0.0,0.0,Founded by two student entrepreneurs in 2009 Fresh Prints has helped over a thousand college students start their own custom apparel businesses on campus. Thanks to those students we are now one of America's fastest-growing private companies.We want to give back to the young people who have been key to our success by making life a little easier for a student. So we're giving one amazing student $1000 to spend on starting a business buying books paying tuition or whatever other costs come with his or her education.,https://apply.freshprints.com/scholarship6/?source=Scholarshipportal,,,13
Scholarship Contest from Dealroom,,500.0,2019-06-01,,1.0,1.0,1.0,Submit an essay of roughly about 800 words to one of the topics suggested on our site. Your essay for the scholarship will get judged based on your writing skills style and innovative business solutions described in your essay.,https://dealroom.net/dealroom-scholarship,,,17
Law Enforcement Family Member Scholarship,,1000.0,2019-08-31,,1.0,1.0,0.0,One university or law school student who is a family member of a law enforcement officer will be awarded a $1000 financial aid Scholarship.Fales & Fales P.A. is pleased to announce the creation of a new Scholarship to acknowledge law enforcement officers and their families.The $1000 scholarship will be awarded to one applicant who submits the required application and essay by our deadline.,https://www.faleslaw.com/law-enforcement-family-member-scholarship.html,,,17
“Save a Life” Scholarship,The American Academy of CPR,1500.0,2019-10-01,,1.0,1.0,1.0,Learning CPR and basic first aid are ways any one of us could potentially save a life. The educators and healthcare professionals of tomorrow take this mission even further by pursuing careers dedicated to the advancement of health and wellness. That is why The American Academy of CPR and First Aid is proud to sponsor the “Save a Life” Scholarship offered exclusively to students majoring in the healthcare and education fields.We know that caregiving and teaching can both be challenging but incredibly rewarding professions. That’s precisely why we made this commitment to further the education and career development of future doctors nurses technicians professors and teachers of all areas of specialization with this scholarship. We want to help with your education.,https://www.onlinecprcertification.net/scholarship.php,,,10
CoverWallet Small Business Scholarship,,1000.0,2019-05-01,,1.0,1.0,1.0,Students are offered the opportunity to win a $1000 scholarship by submitting an essay about risks faced by their favorite local business.,https://www.coverwallet.com/small-business-insurance-scholarship,,,11
Trendhim Talent Scholarship,,,2019-12-01,,1.0,1.0,1.0,Do you dream of working in marketing fashion sales IT trade or management? Then we'd like to help you. We've created the Trendhim Scholarship and so each year we support one or more students with up to $2300.\n\n \n\nTrendhim is a company that has always supported young talent. We believe that encouraging students and their dreams is key to the future development of e-commerce and we are excited to inspire up-and-coming stars.\n\n \n\nFor this reason we are determined to invest our resources into assisting students with their goals towards building a bright future associated with e-commerce or the online world!,https://www.trendhim.com/csr/trendhim-scholarship,,,
Scholarship for Nordic Students Going Abroad,,,2019-10-31,,1.0,0.0,1.0,Talouteni.fi wants to support Nordic students who are broadening their horizons by going abroad. Therefore we are very happy to announce our scholarship of 500€ to support Nordic students going abroad.,https://www.talouteni.fi/scholarship/2019-scholarship-for-nordic-students-going-abroad,,,
Intensive English Scholarship,University of Oregon,4200.0,,Eugene ...,0.0,0.0,0.0,The purpose of this fund is to provide annual awards for students enrolled in the Intensive English Program in the American English Institute (AEI) at the University of Oregon (UO). Thanks to a generous donation on behalf of Janet Hughes Mersereau the AEI is able to award four two-term competitive scholarships to intensive English students. Scholarships apply to the Intensive English Program (IEP) tuition only. Awardees will be responsible for remaining costs including the AEI application fee airfare visa application costs UO health insurance UO mandatory fees room and board which are detailed on the AEI website.The Janet Hughes Mersereau scholarship asks students to serve as ambassadors for the program speaking with prospective students about their experience in the AEI and at the UO. Scholarships are based on language ability academic merit (3.0 GPA) and future goals (per a first draft essay).,,,67,5
Helen Lansdowne Resor Scholarship for Creative Women,,10000.0,2019-06-01,,1.0,1.0,1.0,The HLR Scholarship is an international opportunity that addresses the lack of female creative leadership in the ad industry by providing female college students with the support they need and enabling them to join advertising’s creative ranks.Named after Helen Lansdowne Resor the industry’s and J. Walter Thompson’s first female copywriter the scholarship was established in partnership with the 4A’s Foundation in 2014. Historically each year it has awarded five individuals’ scholarships up to $10000. Additionally each recipient is offered a paid summer internship with a JWT office in her respective region a JWT mentor and a “first look” placement consideration upon graduation.Applications must be submitted by Monday June 3 2019. The scholarship is open to any undergraduate graduate or portfolio student from any school globally.,https://www.jwt.com/en/hlrscholarship/,,,17
Chairish Scholarship,,2500.0,2019-06-01,,1.0,0.0,1.0,Chairish is offering a scholarship designed to support students from diverse backgrounds and students who are majoring in design-related fields such as architecture interior design landscape architecture and engineering fields. Each year we will award up to $5000 in college scholarships to two deserving students. Good luck!,https://www.chairish.com/pages/scholarship,,,9
National Debt Relief Scholarship 2019-2020,,1000.0,2019-12-31,,1.0,1.0,1.0,For 2019 National Debt Relief is offering a scholarship for students interested in STEM (science technology engineering and math) majors.,https://www.nationaldebtrelief.com/#applyforscholarship,,,10
Jelvix Scholarship Program 2019,,1000.0,2019-07-31,,1.0,1.0,1.0,Jelvix Scholarship Program is for high school and graduate students interested in science innovative and emerging technologies engineering. Jelvix offers a unique opportunity for exceptional people giving away a $1000 award in hopes to help ease their educational endeavors. The deadline for scholarship submission is July 31 2019.,https://jelvix.com/blog/scholarship-program,,,10
$1000 TheGamingSetup.Com Scholarship,,,2019-08-15,,1.0,0.0,0.0,To enter for a chance to win TheGamingSetup $1000 scholarship please write a 500 word essay on the following:Gaming has taken large leaps in influence games like Fortnite have entered mainstream culture and eSports as an industry has grown with viewership and sponsorship money.Where do you see gaming headed in the future? Do gaming and esports continue on its trajectory of influence and importance how far can these industries go? Paint a picture of how gaming looks in the near future 5 or 10 years from now do you see a Ready Player One level of influence? Back up your vision with rationale!The winner will receive a $1000 check to be spent on tuition fees and supplies.,https://thegamingsetup.com/scholarship,,,
Young Entrepreneur Scholarship,,,2019-10-31,,1.0,0.0,1.0,Market Inspector is a team of young digital marketing enthusiasts who are constantly challenging their thoughts to bring innovative ideas to the table everyday. We believe that they are many young students out there waiting to kick start their entrepreneurial journey.Therefore we gladly announce our scholarship of £1000 to support young entrepreneurs who have been studying at an undergraduate or postgraduate level and have alongside this planned to start their own business.,https://www.market-inspector.co.uk/scholarships/2019-young-entrepreneurs,,,
QuoteWizard Safe Driver Scholarship 2019,,1000.0,2019-09-15,,1.0,0.0,0.0,At QuoteWizard we are dedicated to preventing accidents by reducing the number of distracted drivers on the road. Since a large percentage of the drivers affected by distracted driving are young people we thought it made sense to engage young people to come up with ideas to reduce distracted driving.Students we want to hear from you! Help us fight the epidemic of distracted driving.Enter for a chance at winning a $1000 scholarship.,https://quotewizard.com/corp/safe-driver-scholarship,,,16
The Maptive $2500 Creative Minds Scholarship,,2500.0,2020-01-05,,1.0,0.0,0.0,The next creative minds emerging into design data and business will be using the latest data analyzing technology and will be at the forefront of advancing the creative conceptualizations of information. We want to engage with budding creatives and see what they can present to us. We are offering a scholarship to an undergraduate student who can elaborately take on data presentation in a well-constructed essay and represent their ideas in an info graphic.,https://www.maptive.com/scholarship/,,,7
CC's Christian Barber School,,,2019-08-02,CC,0.0,0.0,0.0,CC's Christian Barber School is providing a grant for students interested in becoming barbers. the grant will provide 1000 towards the students tuition which is 3500.,https://cccbarber.org,,,
Western Pest Control Business Scholarship,,1000.0,2019-08-15,Marketing,1.0,0.0,1.0,For two decades Western Pest Control has been a locally-owned and operated company dedicated to providing services that are founded on integrity and hard work. As a business that values committed individuals we are proud to offer a scholarship to exceptional students pursuing a degree in Business Administration or Marketing. We hope with the support of the Western Pest Control team you will further excel in your studies and efforts towards an accomplishing career. Each academic year we will offer $1000 to encourage students to continue on a path of dedication and success.Western Pest Control wishes to motivate and assist students to acquire more knowledge on how businesses like ours operate and more importantly how to become successful in a competitive industry. Think you may be interested in applying? We welcome any and all willing applicants that fulfill all of the requirements. Please include the application form faculty letter of recommendation and a personal letter of intent. The required information can be submitted to hr@wpest.com.,https://www.wpest.com/western-pest-control-scholarship,,,9
